customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
John Miles,31549115,Female,62,89407,Jacksonton,47,001-447-497-1021,871,Standard,63,Credit Card,79.29,33.67,Stayed,,
Dennis Williams,90732939,Male,69,46473,Stewartville,34,291.827.2879,1785,Premium,101,Bank Transfer,125.8,44.56,Stayed,,
Jeremiah Morris,92463518,Female,33,34558,Haynesside,37,3386341411,1306,Basic,103,Credit Card,172.51,40.19,Stayed,,
Lisa Oliver,12478344,Male,67,01920,South Brendaburgh,6,5216696884,276,Standard,190,Credit Card,99.43,9.2,Churned,Attitude,Attitude of service provider
Mark Jordan,78561798,Male,59,35761,Michaelshire,7,+1-913-764-7482,1444,Standard,107,PayPal,23.23,14.8,Stayed,,
Lori Schultz,21372260,Male,77,04291,New Austin,25,001-530-970-5901x37660,188,Basic,190,Bank Transfer,33.41,35.85,Stayed,,
Victoria Jenkins,70561034,Female,72,54703,North Michele,33,440-658-3879x044,905,Premium,183,Credit Card,111.87,4.21,Stayed,,
James Barrett,45889565,Male,25,94363,Port Kelly,55,+1-970-852-2402x7630,866,Basic,6,Bank Transfer,194.5,40.59,Stayed,,
James Stephenson,41510846,Male,67,53340,Lake Kimberly,58,001-273-656-1659x42730,1222,Standard,45,Bank Transfer,144.78,35.95,Stayed,,
Alex Long,25467798,Male,38,63097,South Walterside,7,001-914-852-1807,1188,Premium,127,PayPal,32.76,36.48,Stayed,,
Adam Faulkner,84379924,Female,18,72381,New Anthony,57,9488497033,1523,Standard,86,Credit Card,54.08,5.01,Stayed,,
Jennifer Johnson,51815818,Female,72,92311,Taylorland,12,(747)925-0056,1136,Basic,148,PayPal,158.84,35.89,Stayed,,
David Webster,81971116,Female,25,34119,Lake Teresaside,16,423.485.3929x736,153,Premium,136,Credit Card,171.46,33.99,Churned,Dissatisfaction,Service dissatisfaction
Cathy Hill,17976717,Female,46,53683,Johnsontown,43,+1-411-987-6124x1986,1924,Standard,144,Bank Transfer,131.19,41.55,Stayed,,
Sandra Price,70335278,Female,49,81108,Gordonbury,7,531.719.4126,920,Standard,33,Credit Card,136.0,2.08,Churned,Dissatisfaction,Service dissatisfaction
Alan Carroll,21720085,Male,55,25364,Vanessafurt,51,771-724-5071x4776,717,Standard,139,Credit Card,25.1,1.16,Stayed,,
Whitney Dixon,34323131,Female,22,89046,New Brett,32,6377140223,322,Basic,18,Bank Transfer,169.14,18.65,Stayed,,
Jason Odonnell,38926637,Female,64,90484,West Wesley,8,(311)226-7468x2475,1079,Premium,16,Bank Transfer,161.89,7.44,Stayed,,
James Turner,60695966,Female,39,73304,Henryburgh,45,(535)397-3115x44183,1220,Basic,103,Credit Card,66.63,27.92,Churned,Attitude,Attitude of support person
Gerald Montoya,35139444,Male,64,00850,South Charles,59,001-288-570-1804x349,233,Basic,137,PayPal,147.56,45.87,Churned,Competitor,Competitor offered better device
Dylan Green,37530022,Female,51,59028,Victoriafurt,4,+1-467-787-3557,1101,Basic,85,Credit Card,58.67,19.57,Stayed,,
Madison Delgado,47917427,Female,18,21285,West Jessica,67,811.465.8244x68292,1623,Premium,110,Bank Transfer,27.26,42.25,Stayed,,
Joseph Martin,64864245,Male,72,25781,North Elizabeth,29,315-654-8979x38268,1192,Basic,36,PayPal,56.2,0.01,Stayed,,
Rachael Harris,45215276,Female,72,26665,Cameronmouth,29,359-951-2908x3224,342,Basic,78,Bank Transfer,52.15,8.43,Stayed,,
Chad Sullivan,17693366,Male,43,35049,North Michaelport,28,460.718.9503,1444,Basic,175,Bank Transfer,80.79,1.52,Stayed,,
John Wright,6137622,Male,60,86018,New Randy,44,(385)490-4601x67142,1317,Basic,85,PayPal,95.32,16.41,Churned,Dissatisfaction,Service dissatisfaction
Heather Graham,34675948,Male,27,03618,West Howardstad,4,+1-972-490-7217x770,1653,Standard,73,Bank Transfer,111.54,45.41,Stayed,,
Kathy Myers,84571347,Male,47,55617,Kleinmouth,9,001-463-662-1125x0329,1799,Basic,49,Bank Transfer,105.82,4.85,Stayed,,
James Mckenzie,79601147,Male,67,88812,Davidchester,5,6136605363,1291,Standard,110,Bank Transfer,68.72,30.32,Stayed,,
Joseph Taylor,39557680,Female,35,36368,Port Brenda,56,(594)262-5472x36432,226,Basic,141,Bank Transfer,25.25,22.57,Stayed,,
Katie Johnson,21422939,Male,34,91555,Paulborough,50,+1-978-345-2644,1372,Premium,181,Bank Transfer,128.92,46.92,Stayed,,
Natalie Rice,27351575,Male,43,71034,Stephensland,15,(576)417-8988x99365,1749,Standard,165,Bank Transfer,91.23,6.13,Stayed,,
Gerald Green,75022443,Female,25,00668,Ashleystad,32,336.946.6452x34513,107,Standard,104,Bank Transfer,73.76,10.6,Churned,Other,Moved
Janet Edwards,33039908,Male,64,54179,Richardchester,28,(597)348-0341,1342,Standard,150,Bank Transfer,176.05,1.48,Stayed,,
Pamela Flores,4801870,Female,57,28089,Port Peter,22,(977)810-7746,357,Standard,13,Bank Transfer,154.41,21.7,Stayed,,
Seth Middleton,59302532,Female,66,70560,New Courtney,17,414-752-2906,1643,Premium,66,Credit Card,174.4,13.89,Stayed,,
John Garcia,40470628,Female,29,84679,Rayfort,59,585-795-0690x88410,1361,Basic,189,Credit Card,109.1,43.5,Stayed,,
Christine Lopez,24068370,Male,44,13499,Kathyburgh,71,+1-355-360-8165,1026,Standard,33,Bank Transfer,43.57,30.25,Stayed,,
Jeff Kelly,20811571,Male,25,95732,North Jeremytown,57,+1-447-830-8300x329,1178,Premium,129,Credit Card,145.32,30.7,Stayed,,
Ashley Carter,17097351,Male,42,19816,Port Amy,26,227.613.6435x47835,1301,Standard,118,PayPal,57.09,26.6,Stayed,,
Christopher Craig,6921289,Female,63,44734,Cynthiafurt,25,+1-769-790-2733x4211,1320,Basic,157,Credit Card,99.42,4.59,Churned,Dissatisfaction,Network reliability
Christy Graham,71691657,Male,21,21633,New Andre,10,(835)285-6373,749,Standard,147,Bank Transfer,31.7,22.25,Stayed,,
Katherine Tate,10439270,Male,50,99834,West Angela,45,242-784-4409x5439,1567,Premium,138,Bank Transfer,168.56,49.98,Stayed,,
Daniel Barry,50329030,Male,18,45035,New Belinda,11,872.564.2986,132,Basic,124,Credit Card,42.67,41.76,Churned,Competitor,Competitor had better coverage
Shawn Harris,21147952,Female,36,07260,Rodriguezland,53,+1-423-949-3121x106,1259,Premium,174,Bank Transfer,182.56,44.67,Stayed,,
Courtney Sloan,20614868,Female,48,87891,Lisafort,68,001-754-624-6532,301,Basic,161,PayPal,175.56,41.16,Churned,Attitude,Attitude of service provider
Joshua Castillo,8686813,Male,33,15516,New Cody,28,+1-312-275-8317x7106,1428,Basic,83,PayPal,103.62,5.15,Stayed,,
Nicole Smith,79674852,Male,31,54291,Jenniferhaven,65,457.300.3006x973,1823,Basic,97,Bank Transfer,153.99,11.37,Stayed,,
Mrs. Amanda Ward,2350543,Male,70,85074,Whitneyborough,49,(911)643-8931x528,1945,Standard,8,PayPal,131.5,0.16,Churned,Competitor,Competitor offered better device
Jesse Navarro,83985203,Male,65,89868,Patriciastad,47,754.342.8228,1769,Premium,86,PayPal,164.55,15.18,Churned,Price,Price too high
Peter Joseph,84685349,Female,22,22505,Petersonton,52,220-833-2118x50296,845,Premium,189,Credit Card,97.72,5.43,Stayed,,
Emily Hood,65708505,Female,58,98857,Taylorhaven,54,+1-616-333-7625x3494,946,Premium,181,PayPal,161.45,23.64,Stayed,,
Raymond Owen,47721689,Female,43,75578,West Aaron,60,5705267323,259,Basic,176,Credit Card,103.24,33.86,Stayed,,
Angela Abbott,62209784,Female,79,05602,Cruzborough,57,(728)958-5506x98346,865,Standard,79,Bank Transfer,189.37,43.73,Churned,Dissatisfaction,Network reliability
Keith Castillo,39042375,Male,45,13355,New Stephanie,47,(845)272-5220,1881,Basic,18,Credit Card,107.55,37.46,Stayed,,
Joshua Martin,43764430,Male,19,67756,Danielfurt,31,639-898-5463,658,Premium,135,Bank Transfer,103.27,46.93,Churned,Dissatisfaction,Service dissatisfaction
Daniel Smith,96159561,Male,67,76277,New Jaime,46,001-462-426-8518,496,Standard,118,Bank Transfer,161.31,2.69,Stayed,,
Hayley Crane,52450209,Female,23,06899,Davismouth,26,8774530148,509,Standard,66,Bank Transfer,167.88,0.61,Stayed,,
Elizabeth Foster,14135428,Male,26,19586,Lake Matthewview,5,732-427-2216,1017,Standard,110,Bank Transfer,119.81,33.07,Stayed,,
Nicole Santos,97240683,Female,50,20048,Julieborough,52,001-390-367-0231x4430,521,Premium,68,Bank Transfer,52.36,14.47,Stayed,,
Susan Davis,14534620,Female,58,52795,Lake Rebeccafort,54,001-791-698-6061x1910,1793,Standard,106,Credit Card,104.2,12.68,Churned,Attitude,Attitude of support person
Victoria Collins,70629304,Male,42,44954,Smithfort,33,8538635226,419,Standard,177,Bank Transfer,194.25,16.54,Stayed,,
Travis Thompson,35982308,Male,65,88395,South Elizabeth,50,(502)702-9018x5709,949,Basic,110,PayPal,155.54,13.49,Churned,Dissatisfaction,Service dissatisfaction
Elizabeth Floyd,12427442,Male,30,92398,South Shawn,38,8522390325,1565,Basic,190,PayPal,166.01,25.57,Stayed,,
Heather Mueller,34738988,Female,26,15345,Danashire,27,501-399-5444,972,Standard,24,Bank Transfer,25.91,22.01,Stayed,,
Justin Johnson,85702936,Male,70,95418,Jenniferchester,15,+1-962-943-3289,186,Standard,62,PayPal,104.21,25.62,Churned,Other,Deceased
Alexandra Jenkins,30026971,Female,30,20924,Clarkmouth,61,+1-659-239-3963x978,416,Basic,116,Credit Card,136.39,33.64,Stayed,,
Tiffany Pope,84897583,Male,48,47630,Hernandezmouth,21,744-974-3999x478,961,Basic,61,Credit Card,169.41,19.36,Stayed,,
Jerry Smith,79832991,Female,58,34182,Jessicafurt,46,+1-682-569-0954,233,Basic,123,Bank Transfer,28.87,12.57,Stayed,,
Anthony Campos,40255414,Female,28,22283,East Thomasview,69,975.926.4084x8422,1661,Premium,101,Bank Transfer,173.44,8.31,Churned,Other,Deceased
Diane Lawrence,6946158,Male,21,26492,South Ericamouth,6,+1-398-680-2968x34474,1360,Premium,96,Bank Transfer,118.71,17.47,Churned,Competitor,Competitor had better coverage
Matthew Owens,9421078,Female,51,84890,East Susan,38,001-550-406-0916x71376,521,Basic,56,PayPal,55.52,37.09,Stayed,,
Angela Summers,40975008,Female,78,03298,Lake Shannon,62,001-846-604-9997x2021,1448,Standard,41,PayPal,77.11,37.84,Churned,Attitude,Attitude of support person
Mark Jordan,65295275,Male,55,90702,North Jessicaland,62,001-798-313-2510x61943,703,Basic,12,Credit Card,70.75,33.35,Stayed,,
Joseph Webb,56866263,Female,63,32482,Lake Kellyshire,46,001-506-928-7456x00631,798,Premium,48,PayPal,115.55,11.7,Stayed,,
Anthony Hoffman,442062,Male,21,52447,Brownfort,13,+1-597-667-8452x110,586,Standard,102,Credit Card,29.3,29.4,Churned,Price,Long distance charges
Dennis Scott MD,96458270,Female,55,70101,Amyport,3,4204108526,1584,Premium,137,PayPal,48.54,28.53,Stayed,,
Craig Scott,90993232,Male,36,27111,North Andrewstad,6,001-314-257-1441x469,851,Standard,122,Credit Card,166.28,24.21,Churned,Competitor,Competitor offered better device
Jeremy Mccarthy,38378831,Male,23,57922,Susanchester,8,935.776.0116x58464,1652,Premium,73,Bank Transfer,43.87,27.5,Stayed,,
Mary Castro,53303315,Female,51,72212,Thomashaven,44,240.382.2691x27694,1323,Standard,163,PayPal,62.01,24.59,Stayed,,
Christopher Robinson,94957327,Female,35,30822,Lake Barbara,33,001-596-783-4126x50468,969,Standard,49,Credit Card,101.61,28.27,Stayed,,
John Shepard,38947831,Female,30,80854,North Sandrashire,50,444.492.9120,559,Standard,141,PayPal,113.08,35.78,Stayed,,
Jacqueline Kelley,18764791,Female,58,97438,Jenkinshaven,11,468-434-3352,679,Standard,36,Bank Transfer,157.45,5.48,Stayed,,
Julie Valdez,60757289,Female,40,15797,Johnsonchester,28,001-271-403-0724x516,1051,Premium,37,Credit Card,100.52,37.48,Stayed,,
Brianna Logan,30799195,Male,36,14798,Jasonchester,70,+1-726-721-9679x204,1146,Premium,130,PayPal,162.18,6.79,Stayed,,
Cynthia Johnson,70323822,Female,62,23828,East Shawnville,41,981.856.2743x14884,1355,Standard,71,PayPal,131.3,3.33,Stayed,,
Eduardo Parker,79624822,Male,28,19157,Allisonshire,16,277-678-4056x69178,965,Standard,34,Bank Transfer,40.36,48.8,Stayed,,
Angela Allen,94979406,Male,18,27228,Nicholsport,68,818.727.2710,1433,Premium,118,Bank Transfer,48.14,47.85,Stayed,,
Matthew Bell,17503280,Female,41,59548,Port Robertville,48,(352)846-5565x52274,1083,Standard,33,Credit Card,98.67,3.02,Stayed,,
Zachary Taylor,13605107,Male,79,88636,Claudiaberg,56,504.906.1228x7677,1284,Standard,135,PayPal,91.44,22.16,Stayed,,
Katrina Montgomery,97072712,Male,71,65651,Port Matthew,64,467.381.4877,1908,Standard,189,PayPal,153.84,9.31,Churned,Attitude,Attitude of support person
Laura Hale,94546347,Male,24,24499,Maryland,59,957-884-7027x9610,201,Basic,34,Bank Transfer,124.53,24.27,Stayed,,
Brittney White,22484118,Male,42,69273,Morrowport,62,715-373-9815x93071,1078,Standard,141,Bank Transfer,89.86,41.51,Churned,Attitude,Attitude of support person
Keith Harris Jr.,61293774,Female,38,58328,West Brandonhaven,11,973.759.8290x71371,1268,Basic,158,Credit Card,50.74,47.53,Stayed,,
Mr. Justin Rhodes,91517593,Male,32,54338,Lake Virginia,18,762.213.1912x5253,1356,Standard,134,PayPal,60.83,31.71,Stayed,,
Alicia Gallegos,99698842,Female,18,49909,Smithmouth,19,+1-403-380-2799x4528,513,Premium,66,PayPal,123.59,17.7,Churned,Competitor,Competitor had better coverage
Colton Choi,26657961,Female,29,72585,Port Davidview,55,507-362-1557,1186,Basic,7,Credit Card,96.22,30.17,Stayed,,
Kathleen Gutierrez,98427394,Male,75,14373,Shannonhaven,26,(267)341-3162,320,Basic,178,Credit Card,112.69,15.6,Stayed,,
Roger Gomez,86191726,Female,24,84976,Cookchester,6,001-897-253-5188,1236,Standard,72,Bank Transfer,50.72,45.49,Stayed,,
Amanda Ward,30796437,Female,32,80712,Victorland,4,351-412-5032x868,509,Standard,29,Bank Transfer,139.32,43.52,Stayed,,
Alejandro Sloan,16410302,Female,38,53297,Madisonbury,29,001-617-334-8509x49965,154,Basic,183,Credit Card,173.46,27.91,Stayed,,
Stephanie Wells,93352551,Male,36,96232,Holthaven,59,001-478-899-1124x7598,1766,Premium,145,Credit Card,66.43,16.24,Stayed,,
Rachel Flowers,21253148,Female,77,49919,East Michaelburgh,17,616.219.1633x830,1629,Premium,48,PayPal,108.47,14.67,Stayed,,
George Gregory,5046694,Female,46,30802,South David,43,251.605.4328,1355,Standard,167,Credit Card,195.59,1.67,Stayed,,
Jessica Alvarado,54096269,Female,42,91549,Ashleyport,66,(579)804-8703x11094,1760,Premium,59,Credit Card,79.98,40.79,Churned,Competitor,Competitor offered better device
Martin Benitez,1939586,Male,50,90520,South Courtneystad,34,411.522.0308x385,211,Premium,141,PayPal,127.11,22.52,Stayed,,
Sophia Gutierrez,30338905,Female,66,47576,Port Gregory,8,667.224.9410,400,Standard,134,Credit Card,36.24,16.26,Stayed,,
Kayla Hunt,18497176,Male,49,72649,West Courtneymouth,13,830-996-9798,483,Premium,193,Bank Transfer,129.08,23.56,Churned,Dissatisfaction,Product dissatisfaction
Lindsey Gilbert,17844314,Male,66,33152,South Jillianville,8,+1-558-990-9819x12366,901,Standard,45,Bank Transfer,36.13,40.94,Stayed,,
Monique Mccoy,29550933,Male,52,30410,Samuelfurt,65,9974796798,189,Basic,176,PayPal,192.66,6.23,Stayed,,
Evan Riggs,80894381,Male,61,76268,Jamesstad,43,660-857-5928x1253,1544,Standard,68,Credit Card,148.82,42.88,Stayed,,
Bradley Parker,40150041,Male,55,69188,Ryantown,39,235-549-2316x470,1205,Basic,35,Bank Transfer,161.87,44.88,Stayed,,
Becky Caldwell,74960139,Male,43,35588,Markfurt,59,001-249-347-6940,136,Basic,51,Bank Transfer,146.74,47.34,Stayed,,
Jessica Benson,4369655,Female,28,19819,New Kristenborough,44,527-841-2815,1761,Premium,134,Bank Transfer,126.15,19.87,Stayed,,
Christine Tucker,24203042,Male,52,19611,Travisstad,9,353-526-9525x1752,232,Premium,100,Bank Transfer,100.98,10.86,Churned,Price,Long distance charges
Denise Lyons,49581433,Female,25,43415,Port Ryan,37,+1-914-537-6578x872,417,Premium,81,Credit Card,174.51,18.68,Churned,Other,Deceased
Jessica Kline,16363715,Female,63,73544,North Amandachester,36,550-732-2704x1214,178,Standard,114,Credit Card,192.23,16.65,Churned,Dissatisfaction,Service dissatisfaction
Sarah Stokes,43139458,Male,31,25303,Ryanchester,28,854-343-1157,1319,Premium,73,Credit Card,109.83,8.81,Stayed,,
Brian Pratt,70910407,Female,27,92674,Martinmouth,42,001-285-718-0118x3990,1674,Basic,62,Credit Card,187.68,30.36,Stayed,,
Lisa Bond,29236145,Female,19,49805,South Timothyland,43,601-532-3405x165,1651,Premium,110,Bank Transfer,125.0,23.83,Stayed,,
Jason Blevins,20939815,Female,63,98010,New Jackland,42,566.576.6739,719,Premium,48,PayPal,116.91,43.29,Stayed,,
Cheyenne Watson,10477402,Female,26,52433,Lake Joshualand,66,528-688-4129x00247,1972,Standard,78,PayPal,101.81,1.61,Stayed,,
Katrina Richardson,96811081,Male,20,75665,South Marcusbury,55,205.722.9248x56627,1451,Standard,60,Bank Transfer,57.67,32.19,Stayed,,
Alexander Porter,26015602,Female,38,15981,Lake Theresa,48,(253)728-4412x619,198,Basic,175,Bank Transfer,20.67,38.15,Churned,Attitude,Attitude of support person
Suzanne House,29471396,Male,43,10930,East Martin,22,4987112273,1034,Standard,131,PayPal,63.47,37.97,Stayed,,
David Kennedy,18575985,Female,25,48812,East Pamelaport,27,001-631-527-9719x09272,901,Premium,166,PayPal,111.75,44.3,Stayed,,
Jennifer Parker,44374585,Female,65,23178,Velasquezbury,67,+1-255-688-0272,1506,Standard,34,Bank Transfer,88.39,36.45,Churned,Price,Extra data charges
Peter Carlson,59526814,Male,19,70478,Munozland,13,(701)782-0292x790,677,Basic,75,Bank Transfer,100.73,46.39,Stayed,,
Mark Miller,77822444,Female,23,02621,Whiteberg,45,001-275-728-9906x94392,1799,Premium,122,Credit Card,196.52,16.63,Stayed,,
Amber Greene DDS,27278566,Female,45,79755,Martinville,10,888.649.7161x846,1542,Basic,59,Credit Card,83.05,25.16,Stayed,,
Rachel Mccarty,5141617,Female,70,29076,Daniellestad,9,803-524-0334,495,Standard,71,PayPal,101.39,0.7,Stayed,,
Taylor Thompson,88760661,Male,46,63338,Jonesstad,54,001-270-330-9208,1554,Standard,145,Bank Transfer,44.03,0.35,Churned,Price,Price too high
Ruth Dixon,9230389,Female,43,30477,Davisview,27,(524)342-9018,933,Basic,7,PayPal,28.63,12.01,Stayed,,
Pamela Mcconnell,53448974,Male,42,76088,North Sydneyview,34,001-716-200-3288x090,343,Premium,30,Credit Card,159.57,5.04,Stayed,,
Jessica Powell,83543207,Female,29,19490,South Dannyburgh,1,(263)595-3670x841,1838,Standard,61,Credit Card,122.72,13.01,Stayed,,
Jonathan Herrera,24798814,Male,22,99844,Port Joseph,32,356.700.2219x75287,1216,Standard,130,PayPal,156.93,8.85,Stayed,,
Connie Scott,52440799,Male,51,60919,Chadmouth,71,937.396.9715x74188,299,Premium,156,Credit Card,46.98,1.43,Stayed,,
Joseph Flores,25673998,Female,65,64103,West Robertberg,67,667.606.1248,927,Standard,57,Bank Transfer,122.93,45.47,Stayed,,
Ricky Newman,93590132,Female,54,45168,Robersontown,20,(707)880-8619,997,Basic,47,PayPal,65.66,0.41,Stayed,,
Daniel Davis,75332226,Male,32,15733,Smithbury,35,376-554-2441x9060,1024,Standard,192,Bank Transfer,61.05,36.8,Stayed,,
Shane Harris,33818355,Male,61,26880,Lewiston,17,001-956-377-9269x86349,1375,Standard,190,Bank Transfer,22.07,7.61,Stayed,,
Jerry Mendez,88928196,Female,53,78305,South Tasha,18,(383)433-4456x4036,1098,Premium,53,Credit Card,43.46,45.61,Stayed,,
Rose Rodriguez,10986852,Male,32,08081,East Ashleyberg,45,480.952.0838,838,Basic,46,Bank Transfer,75.67,44.64,Stayed,,
Shannon Archer,76893251,Female,60,43279,Hornemouth,53,+1-896-400-7402x3673,1033,Premium,198,PayPal,41.04,32.7,Churned,Competitor,Competitor offered more data
David Marquez,34432515,Female,65,43492,Katherinemouth,68,383.583.8965x97741,938,Standard,15,Bank Transfer,197.45,33.61,Churned,Price,Price too high
Madeline Kelly,91858272,Female,40,43343,Randallmouth,65,496-921-2178,939,Standard,107,Bank Transfer,75.55,0.27,Stayed,,
Sean Campbell,13451638,Female,23,14989,East Andreashire,1,+1-464-956-4055x536,1974,Premium,102,Bank Transfer,43.46,49.24,Churned,Price,Extra data charges
Sheila Sheppard,58717621,Male,63,80046,Harrisonport,58,001-408-205-9798,119,Premium,150,Bank Transfer,55.83,43.89,Stayed,,
Timothy Warren,68813942,Female,67,47132,Georgeborough,26,(919)370-6681,674,Premium,89,Bank Transfer,125.79,44.76,Stayed,,
Gregory Nicholson,67762603,Male,61,34523,North Rebeccatown,20,587.244.2899,924,Basic,104,Credit Card,31.53,32.96,Stayed,,
Cheryl Edwards,47964507,Female,76,20787,Cabrerashire,10,001-849-304-2053x8884,1185,Standard,108,PayPal,175.24,17.24,Stayed,,
Glenn Mcgee,5909342,Male,60,57573,Amyberg,59,877-440-1009x919,1437,Premium,184,Credit Card,193.07,44.68,Stayed,,
Victoria Lopez,16373879,Female,62,22671,New Charlesview,41,+1-368-965-0876x193,1376,Standard,50,PayPal,64.41,14.58,Stayed,,
Michael Anderson,82348225,Male,38,31046,West Jamestown,5,001-379-462-2732x11507,520,Basic,48,PayPal,101.02,28.14,Churned,Attitude,Attitude of service provider
Caitlin Hernandez,23882749,Male,40,32341,Dennismouth,65,654-250-0503,140,Basic,26,PayPal,23.98,4.99,Churned,Dissatisfaction,Network reliability
Daniel Hill,99550995,Female,60,54380,Wilsonchester,17,459-244-4747,579,Basic,185,PayPal,135.33,46.1,Stayed,,
Patrick Holmes,47642230,Female,72,72995,Schroederside,22,+1-366-989-3806,710,Basic,191,PayPal,94.51,7.04,Stayed,,
Jose Perez,72667304,Female,33,30125,South Andrew,41,523.534.5217x644,788,Standard,118,Bank Transfer,68.61,11.24,Stayed,,
Patrick Francis,32647802,Female,64,41136,Georgechester,68,861.878.6277,775,Basic,129,Credit Card,57.23,27.91,Stayed,,
Cristina Johnston,76205478,Male,70,35333,North Ashley,69,+1-459-527-4650x909,921,Basic,128,Credit Card,137.72,38.2,Stayed,,
Caitlin Brown,96095219,Female,77,52765,West Danielle,11,001-307-764-8857x086,1736,Premium,34,Bank Transfer,94.92,30.97,Stayed,,
Amy Floyd,93768736,Male,32,34495,West Edwardhaven,56,968.832.6690x74692,241,Basic,12,PayPal,52.34,11.61,Stayed,,
Curtis Mcmahon,51919586,Male,42,23193,North Alicia,51,9967240997,1625,Premium,102,Credit Card,144.04,0.05,Churned,Price,Price too high
Shannon Singh,2425825,Female,53,78587,South George,21,7222638064,1315,Basic,61,Bank Transfer,121.71,37.86,Stayed,,
Jasmine Lane,18531070,Male,28,26781,East Laurashire,26,001-780-918-1833x0515,187,Basic,115,Bank Transfer,174.56,49.26,Stayed,,
Erin Leonard,64322310,Male,68,32296,Richardton,19,+1-882-231-4534x9133,394,Premium,77,Credit Card,41.15,40.5,Stayed,,
Melissa Parker,5518405,Male,32,55232,Feliciaville,60,591.826.8905x064,1253,Basic,119,Credit Card,161.42,23.01,Stayed,,
Debra Graham,74485407,Male,21,24391,Geoffreychester,71,8248267968,1058,Standard,24,PayPal,141.23,45.19,Churned,Competitor,Competitor offered more data
Kaitlyn Chapman,51929899,Female,38,19530,Matthewview,47,343.980.8214,1785,Standard,29,PayPal,40.7,20.49,Stayed,,
Sonia Fernandez,95154136,Female,30,97998,Victorfort,71,+1-695-272-7075,552,Basic,23,Credit Card,145.07,26.25,Churned,Dissatisfaction,Network reliability
Sandra Bush,9962411,Female,39,37166,Carolfort,26,+1-305-577-7105x0493,252,Standard,9,PayPal,99.48,23.86,Churned,Competitor,Competitor offered better device
Donna Thomas,25894762,Female,36,52981,East Jessica,40,323-872-9994,622,Premium,79,Bank Transfer,190.1,22.38,Stayed,,
Julia Lewis,2966972,Male,51,39284,Bautistaton,5,608.890.7893x498,241,Basic,132,PayPal,45.49,38.76,Stayed,,
Martin Smith,89860708,Male,31,35302,North Justin,21,(917)779-3060x79846,54,Basic,76,PayPal,135.71,26.34,Churned,Price,Price too high
Steven Morris,21796720,Female,78,32265,South Jacob,4,(913)549-6519x0496,1963,Premium,159,Bank Transfer,88.76,15.84,Churned,Dissatisfaction,Network reliability
Marissa Thomas,75674013,Female,21,13166,New Cody,23,819.929.1493,1310,Premium,44,PayPal,192.23,12.91,Stayed,,
Elizabeth Taylor,80588703,Female,65,00619,East Sara,15,276.202.5798x88105,1766,Premium,30,Bank Transfer,79.4,1.89,Stayed,,
Leah Knight,46882748,Male,70,14365,Markhaven,8,2096899530,360,Basic,31,PayPal,193.19,29.16,Stayed,,
Gina White,88923325,Female,69,36332,Andersonland,41,(770)343-1512,598,Premium,194,Credit Card,182.27,11.5,Stayed,,
Christopher Myers,64855453,Female,63,98768,East Cassie,19,(467)515-7326x05854,105,Premium,87,PayPal,68.67,7.41,Stayed,,
Susan Quinn,14198429,Female,44,97703,Lake Leah,46,853.384.0745x54644,492,Standard,132,Credit Card,164.64,32.69,Churned,Price,Long distance charges
Kyle Mcdaniel,51374748,Male,46,15286,East Amber,28,738-803-7155,1310,Standard,182,Credit Card,199.21,34.06,Stayed,,
Taylor Mason,35262246,Male,64,81837,Lawsonborough,68,+1-610-762-6321x3827,919,Basic,174,Credit Card,65.48,37.61,Stayed,,
Randall Clark,24844543,Male,45,17270,Foxland,15,6524770103,1934,Standard,161,Credit Card,98.62,25.18,Stayed,,
Suzanne Roberts,87363184,Male,52,32612,Jessicamouth,37,542.809.3737x94686,1270,Standard,171,Credit Card,113.63,44.7,Stayed,,
John Gonzalez,41629097,Male,25,87179,Port Rebecca,1,001-557-398-9197x2044,634,Premium,192,Bank Transfer,73.09,46.82,Stayed,,
Heather Cohen,61819813,Male,33,54276,Dustinport,67,772-940-6345x6136,1644,Premium,173,Bank Transfer,22.75,40.37,Churned,Attitude,Attitude of support person
Jacob Davis,52949283,Male,59,31460,Lake Mario,24,813-760-0265x983,801,Standard,37,Bank Transfer,59.62,31.78,Stayed,,
Jeffrey Hanson,42583304,Male,53,88544,Port Eileen,27,(299)554-8187x935,1587,Standard,101,Credit Card,70.75,15.19,Stayed,,
Mr. John Burke,64156443,Female,47,92780,Port Kristenland,40,(632)990-5578x682,1522,Standard,115,PayPal,99.85,49.15,Stayed,,
Gregory Valentine,94849371,Female,35,43719,South Erica,63,(218)914-1484,409,Basic,20,Bank Transfer,50.8,13.71,Stayed,,
Joe Carroll,57423122,Male,19,07915,North Johnfurt,61,001-442-623-7783x9649,1773,Basic,27,PayPal,177.19,10.13,Stayed,,
Crystal Brooks,24557750,Male,66,93786,East Tracymouth,36,+1-859-609-3425x5825,868,Basic,139,PayPal,146.88,22.11,Stayed,,
Jennifer Rodriguez,63325543,Female,30,09539,Bairdton,24,(617)418-1704,79,Standard,30,Credit Card,35.34,2.84,Stayed,,
Wesley Martinez,30972068,Male,21,47844,Strongborough,24,917-942-1579x371,1852,Standard,100,Credit Card,137.02,48.92,Stayed,,
